doi,title,publication_year,venue,is_open_access,llm_relevance,llm_variant,llm_approach,llm_metaheuristics,llm_is_hybrid,llm_how_solved
10.1109/cec.2010.5586031,Capacitated arc routing problem in uncertain environments,2010,,True,Variante de CARP,Estocástico / Incierto,Survey / Teórico / Modelado,,False,"Define modelo y medida de robustez del UCARP, genera benchmarks inciertos y evalúa los mejores algoritmos estáticos."
10.1287/trsc.1090.0305,Split-Delivery Capacitated Arc-Routing Problem: Lower Bound and Metaheuristic,2010,Transportation Science,False,Variante de CARP,Split-delivery,Híbrido / Matheurística,Búsqueda local evolutiva; VND,True,Cota inferior por planos de corte y metaheurística (búsqueda local evolutiva con multistart y descenso de vecindario variable) para el split-delivery CARP.
10.1504/ijmheur.2010.033124,New upper bounds for the multi-depot capacitated arc routing problem,2010,International Journal of Metaheuristics,False,Variante de CARP,Multi-depósito,Metaheurística,ACO; Algoritmo memético,False,Colonia de hormigas con inserción y algoritmo memético para nuevas cotas superiores del CARP multi-depósito (MD-CARP).
10.1109/cec.2010.5585993,Towards probabilistic memetic algorithm: An initial study on capacitated arc routing problem,2010,,True,CARP núcleo,CARP clásico,Metaheurística,Algoritmo memético,True,Algoritmo memético probabilístico con mecanismo de adaptación entre exploración global y local para el CARP.
10.1109/cec.2010.5586042,Memetic algorithm with heuristic candidate list strategy for Capacitated Arc Routing Problem,2010,,False,CARP núcleo,CARP clásico,Metaheurística,MAENS (memético),True,Estrategia de lista de candidatos heurística para muestrear el operador Merge-Split de MAENS en el CARP.
,A heuristic approach for the open capacitated arc routing problem,2010,International Conference on Supply Chain Management and Information,False,Variante de CARP,Abierto (OCARP),Metaheurística,Algoritmo memético,False,"Formulación matemática, cota inferior y algoritmo memético para el open capacitated arc routing (OCARP)."
10.1109/aiccsa.2010.5586978,The open Capacitated Arc Routing Problem: Complexity and algorithms,2010,,False,Variante de CARP,Abierto (OCARP),Survey / Teórico / Modelado,,False,Análisis de complejidad y algoritmos para el open capacitated arc routing problem (OCARP).
,Application of Heuristics and Metaheuristics to the Capacitated Arc Routing Problem,2010,,False,CARP núcleo,CARP clásico,Metaheurística,,False,Diseño e implementación de heurísticas y metaheurísticas (greedy inicial + mejoras) para el CARP (tesis).
10.4314/jasem.v13i2.55299,Route optimization for solid waste collection: Onitsha (Nigeria) case study,2010,Journal of Applied Sciences and Environmental Management,True,Variante de CARP,CARP clásico,Heurística constructiva,,False,"Heurística route-first cluster-second para un CARP extendido de recolección de residuos (Onitsha, Nigeria)."
,Flow-based formulations for the Mixed Capacitated Arc Routing Problem - Lower bounds 1,2010,,False,Variante de CARP,Mixto (MCARP),Exacto,,False,Modelo compacto basado en flujos (y versión agregada) para calcular cotas inferiores del MCARP.
,Reactive tabu search approach for scheduling solid waste collection problems,2010,AUSTRALIAN JOURNAL OF BASIC AND APPLIED SCIENCES,False,CARP núcleo,CARP clásico,Metaheurística,Búsqueda tabú reactiva,False,Búsqueda tabú reactiva (lista tabú dinámica) para el CARP de recolección de residuos (Johor Bahru).
,Hybrid random searching algorithm for solving depot-location problem of CARP,2010,Journal of Computer Applications,False,Variante de CARP,Otra variante,Híbrido / Matheurística,,True,Algoritmo de búsqueda aleatoria híbrida (HRSA) con búsqueda local y Dijkstra para el problema de ubicación de depósito en CARP.
,Route optimization for solid waste collection: Onitsha (Nigeria) casestudy,2010,TSpace (University of Toronto),True,Variante de CARP,CARP clásico,Heurística constructiva,,False,"Heurística route-first cluster-second para un CARP extendido de recolección de residuos (Onitsha, Nigeria)."
10.12681/eadd/25572,Μεθοδολογίες βελτιστοποίησης για μεγάλης κλίμακας προβλήματα δρομολόγησης στόλου οχημάτων,2010,,True,No relevante,No es CARP (RPP/CPP/otro),Metaheurística,,False,"Colección de problemas de ruteo de vehículos a gran escala resueltos con metaheurísticas (tesis, ruteo por nodos)."
10.5555/1840747.1840753,Recent results on Arc Routing Problems: An annotated bibliography,2010,Networks,False,Arc routing relacionado,Otra variante,Survey / Teórico / Modelado,,False,Bibliografía anotada sobre resultados recientes en problemas de arc routing.
10.4230/oasics.atmos.2010.130,Column Generation Heuristic for a Rich Arc Routing Problem,2010,Leibniz-Zentrum für Informatik (Schloss Dagstuhl),True,Variante de CARP,Otra variante,Híbrido / Matheurística,,True,"Matheurística basada en generación de columnas para la programación de inspección de vías férreas (RTISP, SNCF)."
,An Improved Genetic Algorithm for Arc Routing Problem with Service Time Constraint,2010,Microprocessors,False,Variante de CARP,Con ventanas de tiempo (CARPTW),Metaheurística,Algoritmo genético,False,Algoritmo genético mejorado con nuevos operadores para el ARP con restricción de tiempo de servicio (ventana de tiempo).
,Lower Bound and Hybrid ILS-VND for a Location Arc Routing Problem,2010,HAL (Le Centre pour la Communication Scientifique Directe),False,Variante de CARP,Otra variante,Híbrido / Matheurística,Iterated local search; VND,True,Cota inferior e híbrido ILS-VND para un location-arc routing problem.
,A Genetic Algorithm for the Undirected Rural Postman Problem,2010,Open Repository of the University of Porto (University of Porto),True,Arc routing relacionado,No es CARP (RPP/CPP/otro),Metaheurística,Algoritmo genético,False,Algoritmo genético (RPGA) para el undirected rural postman problem.
10.25365/thesis.10734,Ein Literaturüberblick über verschiedene Methoden der Tourenplanung,2010,,True,Arc routing relacionado,Otra variante,Survey / Teórico / Modelado,,False,"Revisión de literatura sobre métodos de planificación de rutas para recolección de residuos (VRP y ARP, alemán)."
10.1109/tevc.2009.2023449,Memetic Algorithm With Extended Neighborhood Search for Capacitated Arc Routing Problems,2009,IEEE Transactions on Evolutionary Computation,True,CARP núcleo,CARP clásico,Metaheurística,MAENS (memético),True,Algoritmo memético con búsqueda de vecindario extendida (MAENS) usando el operador Merge-Split para el CARP.
10.1287/trsc.1090.0290,An Adaptive Large Neighbourhood Search Heuristic for the Capacitated Arc-Routing Problem with Stochastic Demands,2009,Transportation Science,False,Variante de CARP,Estocástico / Incierto,Metaheurística,ALNS,False,Búsqueda de vecindario grande adaptativa (ALNS) para el CARP con demandas estocásticas (recolección de basura).
10.1109/tsmcb.2008.2008906,A Global Repair Operator for Capacitated Arc Routing Problem,2009,IEEE Transactions on Systems Man and Cybernetics Part B (Cybernetics),True,CARP núcleo,CARP clásico,Metaheurística,Búsqueda tabú,False,Operador de reparación global (GRO) embebido en una búsqueda tabú (RTS) para el CARP.
10.1109/tevc.2009.2033578,An Evolutionary Approach to the Multidepot Capacitated Arc Routing Problem,2009,IEEE Transactions on Evolutionary Computation,False,Variante de CARP,Multi-depósito,Metaheurística,Algoritmo evolutivo,False,Marco evolutivo (con path-scanning y Ulusoy extendidos) para el CARP multi-depósito (MCARP).
10.1109/cec.2009.4983146,Improved memetic algorithm for Capacitated Arc Routing Problem,2009,,True,CARP núcleo,CARP clásico,Metaheurística,Algoritmo memético,True,Algoritmo memético mejorado que coordina la búsqueda local entre representaciones implícita y explícita (sobre LMA) para el CARP.
10.1057/jors.2009.58,A heuristic method for the capacitated arc routing problem with refill points and multiple loads,2009,Journal of the Operational Research Society,False,Variante de CARP,Con instalaciones intermedias (CLARPIF),Heurística constructiva,,False,Formulación entera y heurística route-first cluster-second para el CARP con puntos de recarga y múltiples cargas (marcado vial en Quebec).
10.1109/iccie.2009.5223923,A two ant colony approaches for the multi-depot capacitated arc routing problem,2009,,False,Variante de CARP,Multi-depósito,Metaheurística,ACO,False,Dos enfoques de colonia de hormigas (híbrido con savings y con split de Ulusoy) para el CARP multi-depósito (MD-CARP).
10.1145/1569901.1569947,A weight-coded genetic algorithm for the capacitated arc routing problem,2009,,False,CARP núcleo,CARP clásico,Metaheurística,Algoritmo genético,False,Algoritmo genético con codificación por pesos que guía heurísticas estándar del CARP para producir mejores soluciones.
,The Capacitated Arc Routing Problem with Profits,2009,Les Cahiers du GERAD,False,Variante de CARP,Prize-collecting / Profitable,Exacto,,False,Algoritmo branch-and-price y varias heurísticas para el CARP con ganancias (CARPP).
10.1002/net.20347,Recent results on Arc Routing Problems: An annotated bibliography,2009,Networks,False,Arc routing relacionado,Otra variante,Survey / Teórico / Modelado,,False,Bibliografía anotada sobre resultados recientes en problemas de arc routing.
,The Open Capacitated Arc Routing Problem.,2009,Cologne Twente Workshop on Graphs and Combinatorial Optimization,False,Variante de CARP,Abierto (OCARP),Heurística constructiva,,False,Nueva formulación PLI y heurística reactiva de path-scanning (reglas costo-demanda y elipse) para el OCARP.
,An improved genetic algorithm for the extended capacitated arc routing problem,2009,RMIT Research Repository (RMIT University Library),False,Variante de CARP,Otra variante,Metaheurística,Algoritmo memético,True,Algoritmo memético mejorado que coordina la búsqueda local para el CARP extendido.
10.1109/iros.2009.5354058,A dynamic path planning approach for multi-robot sensor-based coverage considering energy constraints,2009,,False,Variante de CARP,Otra variante,Heurística constructiva,,False,Planificación dinámica de cobertura multirobot con re-planificación basada en CARP (grafo de Voronoi) y restricciones de energía.
10.1061/41064(358)383,Optimization of Vehicle Routing for Plowing and Snow Disposal,2009,,False,Variante de CARP,CARP clásico,No especificado,,False,Transformación de red a CARP para diseñar rutas de arado y transporte de nieve minimizando el deadhead.
10.7177/sg.2006.sgv1n2a1,Metodologia multicritério na avaliação de custos na segurança do trabalho,2009,LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas),False,CARP núcleo,CARP clásico,Metaheurística,Algoritmo genético,True,Algoritmo genético híbrido para el CARP (recolección de residuos e inspección de líneas eléctricas).
10.7177/sg.2006.sgv1n2a2,Um Algoritmo Evolutivo para o Problema de Roteamento em Arcos Capacitados,2009,LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas),False,CARP núcleo,CARP clásico,Metaheurística,Algoritmo genético,True,"Algoritmo genético híbrido para el CARP, comparado con cotas inferiores de la literatura."
10.4230/dagsemproc.09261.18,New Models and Methods for Arc Routing,2009,DROPS (Schloss Dagstuhl – Leibniz Center for Informatics),True,Arc routing relacionado,Otra variante,Exacto,,False,Modelos MIP y branch-and-cut para postman con opción de servicio en zigzag y subproblemas capacitados del CARP.
,Solving Node Edge Arc Routing Problems in the Distribution of Media Products,2009,BIBSYS Brage (BIBSYS (Norway)),True,Variante de CARP,Otra variante,No especificado,,False,Extensión de un solver VRP con agregación multinivel para modelar el NEARP en la distribución de productos de medios.
10.1109/cca.2009.5281159,Multi-robot sensor-based coverage path planning using capacitated arc routing approach,2009,,False,Variante de CARP,Otra variante,Heurística constructiva,,False,Ruta inicial vía CPP/RPP particionada con el algoritmo de Ulusoy modificado para cobertura multirobot con restricciones de energía.
10.1287/trsc.1090.0270,The Clustered Prize-Collecting Arc Routing Problem,2009,Transportation Science,False,Variante de CARP,Prize-collecting / Profitable,Exacto,,False,"Propiedades, formulación PLI y algoritmo exacto (con generación de cortes) para el clustered prize-collecting arc routing (CPARP)."
10.1002/net,An updated annotated bibliography on arc routing problems,2009,,True,Arc routing relacionado,Otra variante,Exacto,,False,Estudio de poliedros de subgrafos generalizados que unifica resultados de problemas de diseño de redes generalizadas.
,The Node Edge Arc Routing Problem - applications and heuristics,2009,BIBSYS Brage (BIBSYS (Norway)),True,Variante de CARP,Otra variante,Heurística constructiva,,False,"Extensión de un solver VRP por nodos y heurísticas de agregación de demanda para el NEARP (reparto de periódicos, residuos)."
10.1287/trsc.1080.0255,Arc-Routing Models for Small-Package Local Routing,2009,Transportation Science,False,Variante de CARP,Estocástico / Incierto,No especificado,,False,Modelos de arc routing para reparto de paquetería con incertidumbre en la presencia de segmentos de calle (rutas maestras).
10.2174/1874243200802010008,An Approximation Algorithm for the Capacitated Arc Routing Problem,2008,The Open Operational Research Journal,True,CARP núcleo,CARP clásico,Exacto,,False,"Algoritmo de aproximación (factor 7/3−2/W) para el CARP, superando al único algoritmo de aproximación existente."
,Solving the Capacitated Arc Routing Problem with Time Windows using Column Generation,2008,RePEc: Research Papers in Economics,True,Variante de CARP,Con ventanas de tiempo (CARPTW),Exacto,,False,Dos algoritmos exactos (generación de columnas) y una heurística para el CARP con ventanas de tiempo (CARP-TW).
10.1109/wcica.2008.4593234,An improved genetic algorithm for the extended Capacitated Arc Routing Problem,2008,,False,Variante de CARP,Otra variante,Metaheurística,Algoritmo genético,False,Algoritmo genético mejorado para el CARP extendido (ECARP) con giros prohibidos y pendientes.
,A new metaheuristic for the Split Delivery Capacitated Arc Routing Problem.,2008,HAL (Le Centre pour la Communication Scientifique Directe),False,Variante de CARP,Split-delivery,Metaheurística,,False,Nueva metaheurística para el split-delivery CARP (sin abstract detallado).
10.1109/soli.2008.4682926,Combined Location-Arc Routing Problems: A survey and suggestions for future research,2008,,False,Variante de CARP,Otra variante,Survey / Teórico / Modelado,,False,"Revisión del location-arc routing problem (LARP): relaciones con LAP/CARP/LRP, algoritmos exactos y heurísticos, y direcciones futuras."
,High efficient evolutionary computing method for solving multi-vehicle CARP,2008,Computer Engineering and Applications Journal,False,CARP núcleo,CARP clásico,Metaheurística,Algoritmo genético,False,Algoritmo evolutivo HEGA (basado en partheno-genético y memético) para el CARP multi-vehículo (riego de aspersores).
10.1109/cec.2008.4630895,An agent framework with an efficient information exchange model for distributed Genetic Algorithms,2008,,False,No relevante,No es CARP (RPP/CPP/otro),Metaheurística,Algoritmo genético,False,"Marco multi-agente para algoritmos genéticos distribuidos/paralelos (genérico, no específico de CARP)."
,Solution for complicated CARP of route planning of sprinklers,2008,Journal of Computer Applications,False,Variante de CARP,CARP clásico,Metaheurística,Algoritmo genético,False,"Algoritmo genético de alta eficiencia (HEGA) con búsqueda local para un CARP complicado de riego de aspersores (multi-vehículo, giros prohibidos)."
,Optimization of Multiple Depot Sprinkler Routing Problem Based on Evolutionary Computing,2008,Computer Communications,False,Variante de CARP,Multi-depósito,Metaheurística,Algoritmo genético,False,Computación evolutiva (GA con inicialización efectiva) para el sprinkler routing multi-depósito (MDCARP).
,Problèmes de tournées de véhicules avec fenêtres horaires ou préemption des tâches,2008,,False,Variante de CARP,Con ventanas de tiempo (CARPTW),Metaheurística,,False,Método metaheurístico para problemas de ruteo por nodos y arcos con ventanas de tiempo o preempción (VRPTW y CARPTW) (tesis).
,GAPS: a hybridised framework applied to vehicle routing problems,2008,ORCA Online Research @Cardiff (Cardiff University),True,CARP núcleo,CARP clásico,Metaheurística,,True,Marco híbrido (GAPS) y comparación de algoritmos exactos y heurísticos para CVRP y CARP (tesis).
,Solving the mobile mapping van problem - A hybrid metaheuristic for capacitated arc routing with soft time windows,2008,Lirias,False,Variante de CARP,Con ventanas de tiempo (CARPTW),Híbrido / Matheurística,,True,Metaheurística híbrida para el CARP con ventanas de tiempo blandas (problema de la furgoneta de mapeo móvil).
,The clustered prize-collecting arc routing problem,2008,,False,Variante de CARP,Prize-collecting / Profitable,Exacto,,False,Formulación y estudio del clustered prize-collecting arc routing problem (CPARP) donde se decide qué aristas servir (tesis).
,A Survey of Heuristics for the Vehicle Routing Problem Part I: Basic Problems and Supply Side Extensions,2008,Duo Research Archive (University of Oslo),True,Arc routing relacionado,Otra variante,Survey / Teórico / Modelado,,False,Revisión de heurísticas y metaheurísticas para el VRP y el ARP y sus extensiones del lado de la oferta (parte I).
10.1137/050640886,The Windy General Routing Polyhedron: A Global View of Many Known Arc Routing Polyhedra,2008,SIAM Journal on Discrete Mathematics,True,Variante de CARP,Windy (WARP),Exacto,,False,Estudio poliédrico del windy general routing problem (familias de facetas) que generaliza muchos problemas de arc routing.
,Lower Bounds For Hierarchical Chinese Postman Problem,2008,International journal of industrial engineering,True,Arc routing relacionado,No es CARP (RPP/CPP/otro),Exacto,,False,Heurística para mejores cotas inferiores del hierarchical Chinese Postman (HCPP) que aceleran métodos exactos como branch-and-bound.
,A Double-layer Genetic Algorithm for Sprinkle Car Routing Problem Based on Multiple Depots,2008,Microcomputer applications,False,Variante de CARP,Multi-depósito,Metaheurística,Algoritmo genético,False,Algoritmo genético de doble capa para el sprinkle car routing multi-depósito (MDVARP).
10.1002/9780470611753.index,Index,2008,,True,No relevante,No es CARP (RPP/CPP/otro),Survey / Teórico / Modelado,,False,Índice de un libro de optimización (sin contenido técnico propio).
10.1109/ical.2007.4338951,A Hybrid Genetic Algorithm for the Multiple Depot Capacitated Arc Routing Problem,2007,,False,Variante de CARP,Multi-depósito,Metaheurística,Algoritmo genético,True,"Algoritmo genético híbrido (basado en partheno-genético) para el CARP multi-depósito (riego de aspersores, Chongqing)."
10.1109/ical.2007.4338818,A Genetic Algorithm for the Capacitated Arc Routing Problem,2007,,False,Variante de CARP,CARP clásico,Metaheurística,Algoritmo genético,False,"Algoritmo genético (con cruce, mutación y búsqueda local) para el CARP de riego de aspersores."
,A memetic algorithm for the capacitated arc routing problem with split demands,2007,HAL (Le Centre pour la Communication Scientifique Directe),False,Variante de CARP,Split-delivery,Metaheurística,Algoritmo memético,True,Algoritmo memético para el CARP con demandas divisibles (split).
,An intelligent distributed genetic algorithm for the capacitated arc routing problem,2007,HAL (Le Centre pour la Communication Scientifique Directe),False,CARP núcleo,CARP clásico,Metaheurística,Algoritmo genético,False,Algoritmo genético distribuido inteligente para el CARP.
,Optimization of sprinkler car routing problem based evolutionary computing,2007,Computer Engineering and Applications Journal,False,Variante de CARP,CARP clásico,Metaheurística,Algoritmo evolutivo,False,Computación evolutiva con búsqueda local para el CARP de riego de aspersores.
10.3389/fpls.2022.963307,DP-016-4 進行乳癌における末梢血CD4(+)CD25(+)Foxp3(+)抑制性T細胞の検討(第107回日本外科学会定期学術集会),2007,日本外科学会雑誌,False,Variante de CARP,CARP clásico,Metaheurística,Algoritmo genético,False,Algoritmo genético para planificación de rutas de cosecha de arroz modelada como CARP.
10.1002/net.20176,A branch &amp; cut algorithm for the windy general routing problem and special cases,2007,Networks,True,Variante de CARP,Windy (WARP),Exacto,,False,"Algoritmo exacto branch-and-cut para el windy general routing problem, que generaliza muchos problemas de arc routing."
10.1057/palgrave.jors.2602385,A transformation for the mixed general routing problem with turn penalties,2007,Journal of the Operational Research Society,False,Variante de CARP,Otra variante,Exacto,,False,Transformación polinomial del mixed general routing con penalizaciones de giro a TSP asimétrico y resolución exacta.
10.5555/1107400.1107403,Exact methods based on node-routing formulations for undirected arc-routing problems,2006,Networks,False,CARP núcleo,CARP clásico,Exacto,,False,Transformación de CARP a CVRP (dos nodos por arista requerida) y métodos exactos.
10.1002/net.20091,Exact methods based on node routing formulations for arc routing problems,2006,Archivio istituzionale della ricerca (Alma Mater Studiorum Università di Bologna),False,CARP núcleo,CARP clásico,Exacto,,False,Transformación de CARP a CVRP (dos nodos por arista requerida) con nuevos resultados exactos y de cotas inferiores.
10.1111/j.1475-3995.2006.00539.x,A variable neighborhood descent algorithm for a real waste collection problem with mobile depots,2006,International Transactions in Operational Research,False,Variante de CARP,Con instalaciones intermedias (CLARPIF),Metaheurística,VND,False,"Descenso de vecindario variable (VND) para un CARP generalizado con depósitos móviles (Due Carrare, Italia)."
,Modélisation mathématique et informationnelle des problèmes de tournées de véhicules dans le marquage des réseaux routiers,2006,,False,Variante de CARP,Con instalaciones intermedias (CLARPIF),Heurística constructiva,,False,Método heurístico para el CARP con puntos de recarga y múltiples vehículos aplicado al marcado de carreteras (tesis).
10.1007/0-387-32942-0_6,Modeling and Optimization of Vehicle Routing and Arc Routing Problems,2006,Kluwer Academic Publishers eBooks,False,Arc routing relacionado,Otra variante,Survey / Teórico / Modelado,,False,"Capítulo sobre modelos y algoritmos (branch-and-cut exactos, tabú heurísticos) para el VRP y familias de arc routing."
,A secotring method for arc-routing problems,2006,HAL (Le Centre pour la Communication Scientifique Directe),False,Variante de CARP,CARP clásico,Heurística constructiva,,False,Método de sectorización para problemas de arc routing.
10.1109/icsssm.2006.320763,Single Closest Task Assignment: a Heuristic Method for the Sectoring-Arc Routing Problem,2006,,False,Variante de CARP,Otra variante,Heurística constructiva,,False,Heurística de asignación de tareas individuales (single closest task) para el sectoring-arc routing (recolección de residuos).
,Small cycle heuristics of CARP,2006,,False,CARP núcleo,CARP clásico,Metaheurística,Búsqueda tabú,True,Heurística de ciclos pequeños que convierte CARP a CVRP y optimiza la solución inicial con búsqueda tabú.
,A fast GRASP with path relinking for the Capacitated Arc Routing Problem,2005,HAL (Le Centre pour la Communication Scientifique Directe),False,CARP núcleo,CARP clásico,Metaheurística,GRASP,False,GRASP rápido con reconexión por caminos (path relinking) para el CARP.
10.1057/palgrave.jors.2601822,Improving robustness of solutions to arc routing problems,2005,Journal of the Operational Research Society,False,Variante de CARP,Estocástico / Incierto,Híbrido / Matheurística,Algoritmo genético,True,Algoritmo genético híbrido con simulación para optimizar costo y robustez en el stochastic CARP (SCARP).
10.1002/net.20091,Exact methods based on node‐routing formulations for undirected arc‐routing problems,2005,Networks,False,CARP núcleo,CARP clásico,Exacto,,False,Transformación de CARP a CVRP (dos nodos por arista requerida) y métodos exactos.
,Capacitated ARC Routing Problem with Extensons,2005,,False,Variante de CARP,Otra variante,Heurística constructiva,,False,Varios métodos de mejora embebidos en un procedimiento heurístico para el CARP y sus extensiones.
,Capacitated arc routing problems solved by advanced metaheuristics,2005,HAL (Le Centre pour la Communication Scientifique Directe),False,CARP núcleo,CARP clásico,Metaheurística,,False,Metaheurísticas avanzadas para el CARP.
,A reactive GRASP and path relinking for the Capacitated Arc Routing Problem,2005,HAL (Le Centre pour la Communication Scientifique Directe),False,CARP núcleo,CARP clásico,Metaheurística,GRASP,False,GRASP reactivo con reconexión por caminos (path relinking) para el CARP.
,A memetic algorithm for a bi-objective and stochastic CARP,2005,HAL (Le Centre pour la Communication Scientifique Directe),False,Variante de CARP,Estocástico / Incierto,Metaheurística,Algoritmo memético,True,Algoritmo memético multi-objetivo (MOGA) para el CARP bi-objetivo (costo/makespan) con demandas estocásticas.
10.1111/j.1475-3995.2005.00494.x,Waste collection in Southern Italy: solution of a real-life arc routing problem,2005,International Transactions in Operational Research,False,Variante de CARP,CARP clásico,Heurística constructiva,,False,"Sistema computarizado (heurístico) para la recolección de residuos modelada como arc routing (Castrovillari, Italia)."
10.1287/trsc.1040.0106,The Profitable Arc Tour Problem: Solution with a Branch-and-Price Algorithm,2005,Transportation Science,False,Variante de CARP,Prize-collecting / Profitable,Exacto,,False,Algoritmo branch-and-price para el profitable arc tour problem (maximiza ganancia menos costo de viaje).
,Discrete Optimization Arc routing problems with time-dependent service costs,2005,,False,Variante de CARP,Dinámico / Time-dependent,Exacto,,False,Transformación a ruteo por nodos y generación de columnas (set covering + shortest path con recursos) para el arc routing con costos de servicio dependientes del tiempo.
10.1080/03155986.2005.11732713,A Note on Postman Problems with Zigzag Service,2005,INFOR Information Systems and Operational Research,False,Arc routing relacionado,Otra variante,Exacto,,False,Formulación MIP y transformación a TSP simétrico para postman con opción de servicio en zigzag.
,"The Periodic Capacitated Arc Routing Problem: linear programming model, metaheuristic and lower bound",2004,HAL (Le Centre pour la Communication Scientifique Directe),False,Variante de CARP,Periódico (PCARP),Metaheurística,,False,"Modelo de programación lineal, metaheurística y cota inferior para el PCARP."
,"THE PERIODIC CAPACITATED ARC ROUTING PROBLEM LINEAR PROGRAMMING MODEL, METAHEURISTIC AND LOWER BOUNDS",2004,系统科学与系统工程学报（英文版）,False,Variante de CARP,Periódico (PCARP),Metaheurística,,False,"Nuevo modelo de programación lineal, metaheurística y cotas inferiores para el PCARP."
,"THE PERIODIC CAPACITATED ARC ROUTING PROBLEM LINEAR PROGRAMMING MODEL, METAHEURISTIC AND LOWER BOUNDS",2004,系统科学与系统工程学报(英文版),False,Variante de CARP,Periódico (PCARP),Metaheurística,,False,"Nuevo modelo de programación lineal, metaheurística y cotas inferiores para el PCARP."
10.11588/heidok.00004963,Contributions to Multiple Postmen Problems,2004,heiDOK (Heidelberg University),True,Variante de CARP,Min-max / Balanceado,Exacto,,False,Métodos y cotas (inferior/superior) para el min-max k-Chinese Postman y el CARP (tesis).
,New Algorithms for the General Arc Routing Problems,2004,HAL (Le Centre pour la Communication Scientifique Directe),False,Variante de CARP,Otra variante,No especificado,,False,"Nuevos algoritmos para el general arc routing problem (reporte interno, sin abstract)."
,COMPETITIVE MEMETIC ALGORITHMS FOR ARC ROUTING PROBLEMS,2004,HAL (Le Centre pour la Communication Scientifique Directe),False,CARP núcleo,CARP clásico,Metaheurística,Algoritmo memético,True,Algoritmos meméticos competitivos para problemas de arc routing.
10.1109/cec.2004.1330957,Expected runtimes of evolutionary algorithms for the Eulerian cycle problem,2004,,False,Arc routing relacionado,No es CARP (RPP/CPP/otro),Survey / Teórico / Modelado,Algoritmo evolutivo,False,Análisis teórico del tiempo esperado de un algoritmo evolutivo (1+1) EA para el problema del ciclo euleriano.
,Bir Polis Devriye Aracı Rotasının Elektronik Çalışma Sayfası Modeli Yardımıyla Belirlenmesi,2004,Anadolu University Journal of Social Sciences,False,Arc routing relacionado,No es CARP (RPP/CPP/otro),Exacto,,False,Modelo de programación lineal en Excel (Solver) para el ruteo óptimo de un auto patrulla como arc routing.
10.1109/hicss.2002.994008,A hierarchical relaxations lower bound for the capacitated arc routing problem,2003,,False,CARP núcleo,CARP clásico,Exacto,,False,Nuevo esquema de cotas inferiores por relajaciones jerárquicas para el CARP.
,Heuristics and Lower Bound for the Mixed Capacitated Arc Routing Problem,2003,HAL (Le Centre pour la Communication Scientifique Directe),False,Variante de CARP,Mixto (MCARP),Heurística constructiva,,False,Heurísticas y cota inferior para el mixed capacitated arc routing (MCARP).
10.1057/palgrave.jors.2601626,District design for arc-routing applications,2003,Journal of the Operational Research Society,False,Variante de CARP,Otra variante,Heurística constructiva,,False,"Tres heurísticas de diseño de distritos, evaluadas resolviendo CARP en cada distrito (esparcido de sal, mantenimiento vial)."
10.1109/hicss.2002.994007,Cost models for vehicle routing problems,2003,,False,No relevante,No es CARP (RPP/CPP/otro),No especificado,,False,Modelos de costo más complejos (Measure of Goodness) para el VRP con flota heterogénea (ruteo por nodos).
,Evolutionary Algorithms for Arc Routing Problems,2003,HAL (Le Centre pour la Communication Scientifique Directe),False,CARP núcleo,CARP clásico,Metaheurística,Algoritmo evolutivo,False,Algoritmos evolutivos para problemas de arc routing.
,An overview of evolutionary algorithms for arc routing problems,2003,HAL (Le Centre pour la Communication Scientifique Directe),False,Arc routing relacionado,CARP clásico,Survey / Teórico / Modelado,Algoritmo evolutivo,False,Panorama de algoritmos evolutivos para problemas de arc routing.
,Yönsüz Çinli Postacı Problemi: Polis Devriye Araçları İçin Bir Uygulama,2003,Anadolu University Journal of Social Sciences,False,Arc routing relacionado,No es CARP (RPP/CPP/otro),Exacto,,False,Método de matching de longitud mínima para el undirected Chinese Postman aplicado a rutas de auto patrulla.
10.1002/0470014040.ch7,Planning and Managing Short‐Haul Freight Transportation,2003,,False,Arc routing relacionado,Otra variante,Survey / Teórico / Modelado,,False,"Capítulo sobre planificación de transporte de carga de corta distancia (incluye VRP, TSP y arc routing)."
,Problèmes tactiques et stratégiques en tournées sur arc,2003,,False,Variante de CARP,Periódico (PCARP),Metaheurística,,False,"Tesis sobre extensiones tácticas/estratégicas del CARP, principalmente el CARP periódico multiperiodo (PCARP)."
,Robustness evaluation of solutions for the Capacitated Arc Routing Problem,2002,HAL (Le Centre pour la Communication Scientifique Directe),False,Variante de CARP,Estocástico / Incierto,Survey / Teórico / Modelado,,False,Evaluación de la robustez de soluciones para el CARP.
,Evolutionary Algorithms for a Broad Class of Planning Problems in Arc Routing,2002,,False,Variante de CARP,Periódico (PCARP),Metaheurística,Algoritmo memético,True,Algoritmo memético con cruce sofisticado que ajusta simultáneamente decisiones tácticas y operativas para una clase amplia de PCARP.
,Evolutionary Algorithms for a Broad Class of Planning Problems in Arc Routing Problems,2002,,False,Variante de CARP,Periódico (PCARP),Metaheurística,Algoritmo memético,True,Algoritmo memético con cruce sofisticado que ajusta simultáneamente decisiones tácticas y operativas para una clase amplia de PCARP.
